id,x_soma,y_soma,z_soma,x_cm,y_cm,z_cm,degree,presynaptic_degree,postsynaptic_degree,weighted_presynaptic_degree,weighted_postsynaptic_degree,pca_1_x,pca_1_y,pca_1_z,pca_1_evr,linear_span_pca_1,n_mesh_vertices
864691134917399050,1133632.0,576704.0,778800.0,1115761.9972876443,650152.575385252,795754.1836807395,40,21,20,21,28,0.0094538076528118,0.937172333774176,0.3487386447314504,0.8229503791345754,690784.7456070709,661285
864691134917400074,1112192.0,605568.0,796840.0,1104633.4115014526,599917.5717603549,796352.0586307879,71,45,29,53,43,0.0670008365203294,-0.9975920189354588,-0.0179179145508392,0.5688589998023167,352099.19378580595,574788
864691134917415690,1120576.0,636544.0,765120.0,1104544.326484165,631099.4250714878,765111.435760492,100,77,29,99,41,0.2239563361531806,0.2560675223475712,0.9403579018095292,0.5002202215291539,229630.02917137567,481093
864691134917426442,802368.0,968064.0,853960.0,807536.3755565861,971627.021411426,846118.1018770462,43,24,19,26,22,0.7506363761066953,0.0436108741770408,0.6592746942807095,0.7189042399320184,525808.9694796992,462174
864691134917429258,1004800.0,647296.0,875600.0,1004060.2334704562,695763.4924986722,903092.4729717532,48,24,25,28,37,0.0180532708477728,0.967455322749592,0.2523970639591127,0.8811302799701477,733608.557403834,548682
864691134917510154,963648.0,973888.0,902400.0,964221.5965071098,866942.961057375,880667.8486104637,10,0,10,0,13,-0.1025668244096221,-0.9650529153706358,-0.2411491593706321,0.9342375039319136,534885.3647060799,268023
864691134917572874,692032.0,854016.0,926840.0,688992.815697902,855728.4846631301,935310.6740248508,32,10,22,11,22,-0.2510331796193917,-0.9606169340149796,-0.1191530478579529,0.5876156884986592,682767.1804933901,648769
864691134939970659,597056.0,877248.0,773600.0,590655.9262594888,835522.4768101316,778260.6580725037,21,6,16,6,19,-0.1757254896138839,-0.9685081239619804,-0.1763875452508081,0.8612159458497232,725253.4277196069,450213
864691134939971171,822400.0,1037568.0,807000.0,806171.9741064265,989507.870810217,793819.1418676516,28,16,12,21,14,-0.1699156544301565,-0.8506827504066686,-0.4974610824377292,0.7638531892002096,419307.0740371365,416889
864691134939973731,771712.0,671744.0,742080.0,762089.18082312,652832.5852164222,734466.9814777761,45,3,43,3,58,0.0184349699858444,-0.9545535643429268,-0.2974687289142091,0.4483257343801908,343230.785839282,456600
864691134939975011,526976.0,722560.0,800880.0,533018.8412310344,711671.0731220529,797528.2157289243,83,81,3,106,3,0.103467405418326,-0.9848751134596554,0.1389802392566335,0.650892853590109,235604.717310515,415451
864691134939976291,800256.0,529728.0,821800.0,788956.0411720898,538657.0410357852,803172.7841882441,9,0,9,0,9,-0.9708942362912204,0.2343764926375911,0.049315734156445,0.6414068111822995,224228.2777987508,223992
864691134939976547,794880.0,895680.0,834560.0,779793.3264674975,897662.8056290789,839755.4175514823,41,20,21,23,27,-0.9758322106003092,0.2179459618985909,0.0158446977570382,0.5394265218767066,541676.4006918108,558662
864691134939981923,1049024.0,978496.0,968320.0,1023994.760161264,888012.8592216332,958454.1998567692,10,4,6,4,6,-0.1001823288226395,-0.971488761973268,-0.2148792366686913,0.8859141695943991,714601.8418733074,421553
864691134939982947,1041152.0,420096.0,875400.0,1044515.312476816,423393.7119297731,878793.3647166772,11,11,0,12,0,0.4561402013354646,0.8875296856162526,-0.0650167199692314,0.6637931371039011,297091.8398522913,410421
