i,j,weight
3363,5654,1
3363,5696,2
3363,5862,1
3363,5953,1
3363,6312,1
3363,6329,1
3363,6422,1
3363,6500,1
3364,9,2
3364,19,2
3364,39,5
3364,138,1
3364,191,4
3364,210,4
3364,255,1
3364,437,1
3364,439,2
3364,471,2
3364,481,1
3364,524,1
3364,543,1
3364,600,1
3364,631,1
3364,644,1
3364,645,1
3364,701,1
3364,725,2
3364,743,1
3364,752,1
3364,853,2
3364,862,1
3364,868,1
3364,893,2
3364,909,1
3364,930,1
3364,933,2
3364,1000,1
3364,1027,1
3364,1051,2
3364,1065,1
3364,1083,1
3364,1090,3
3364,1105,2
3364,1150,1
3364,1176,1
3364,1194,1
3364,1196,5
3364,1206,4
3364,1231,1
3364,1275,1
3364,1278,1
3364,1280,1
3364,1285,1
3364,1342,3
3364,1362,2
3364,1390,6
3364,1410,4
3364,1420,3
3364,1430,1
3364,1482,1
3364,1489,2
3364,1501,1
3364,1503,1
3364,1535,1
3364,1542,1
3364,1576,1
3364,1577,1
3364,1596,2
3364,1599,1
3364,1639,2
3364,1654,1
3364,1722,2
3364,1754,1
3364,1756,2
3364,1764,1
3364,1768,1
3364,1798,2
3364,1801,2
3364,1813,1
3364,1837,1
3364,1841,1
3364,1892,5
3364,1908,6
3364,1916,1
3364,1956,1
3364,2077,2
3364,2114,1
3364,2133,1
3364,2192,1
3364,2204,1
3364,2243,1
3364,2262,1
3364,2307,1
3364,2310,1
3364,2314,1
3364,2327,1
3364,2334,4
3364,2374,1
3364,2407,2
3364,2430,1
3364,2466,3
3364,2479,1
3364,2484,1
3364,2508,1
3364,2514,2
3364,2613,1
3364,2628,1
3364,2646,2
3364,2654,1
3364,2723,1
3364,2734,1
3364,2748,1
3364,2823,1
3364,2842,1
3364,2844,3
3364,2869,2
3364,2881,5
3364,2926,2
3364,2947,3
3364,2976,2
3364,2997,1
3364,3105,2
3364,3204,1
3364,3241,2
3364,3248,1
3364,3308,9
3364,3323,1
3364,3351,1
3364,3369,1
3364,3370,1
3364,3389,1
3364,3410,2
3364,3423,2
3364,3508,2
3364,3512,1
3364,3550,5
3364,3560,1
3364,3577,1
3364,3587,1
3364,3600,1
3364,3603,1
3364,3617,1
3364,3630,1
3364,3660,3
3364,3684,2
3364,3729,5
3364,3730,2
3364,3738,1
3364,3775,3
3364,3813,3
3364,3819,3
3364,3899,1
3364,3911,4
3364,3917,1
3364,4022,1
3364,4024,1
3364,4045,5
3364,4091,1
3364,4147,1
3364,4173,1
3364,4248,1
3364,4249,2
3364,4273,1
3364,4302,2
3364,4320,4
3364,4332,1
3364,4369,1
3364,4383,3
3364,4391,1
3364,4395,1
3364,4397,1
3364,4403,1
3364,4429,2
3364,4492,1
3364,4512,1
3364,4526,1
3364,4544,1
3364,4557,2
3364,4587,2
3364,4601,3
3364,4606,1
3364,4650,2
3364,4651,1
3364,4655,5
3364,4667,2
3364,4669,1
3364,4708,3
3364,4726,2
3364,4731,1
3364,4761,1
3364,4802,1
3364,4839,2
3364,4848,1
3364,4887,1
3364,4920,1
3364,4938,7
3364,4950,1
3364,4956,1
3364,5024,5
3364,5025,3
3364,5066,1
3364,5081,1
3364,5105,2
3364,5145,1
3364,5159,1
3364,5198,3
3364,5217,2
3364,5248,1
3364,5287,2
3364,5415,1
3364,5416,3
3364,5419,4
3364,5429,1
3364,5447,1
3364,5448,1
3364,5453,2
3364,5455,4
3364,5489,1
3364,5561,4
3364,5564,1
3364,5610,2
3364,5696,3
3364,5735,1
3364,5747,1
3364,5770,1
3364,5864,6
3364,5931,2
3364,5940,2
3364,5945,1
3364,5973,1
3364,5980,1
3364,5985,3
3364,5996,2
3364,6011,4
3364,6053,1
3364,6109,1
3364,6148,1
3364,6275,4
3364,6297,1
3364,6298,2
3364,6300,1
3364,6317,1
3364,6327,5
3364,6350,1
3364,6373,1
3364,6500,4
3364,6506,3
3365,1579,1
3365,2569,1
3365,3588,1
3365,4193,1
3365,5333,1
3365,5508,1
3365,6464,1
3366,2310,1
3366,2778,1
3367,20,1
3367,105,1
3367,878,1
3367,2307,1
3367,2457,1
3367,3398,1
3367,3527,1
3367,4707,1
3367,6445,1
3368,672,1
3368,6039,1
3369,1194,1
3369,1263,1
3369,1390,1
3369,1541,1
3369,1801,1
3369,2775,1
3369,3314,1
3369,3536,1
3369,4395,1
3369,4427,4
3369,4778,1
3369,4958,1
3369,4973,1
3369,5228,1
3369,5430,1
3369,5557,1
3369,5696,1
3369,6039,2
3369,6086,1
3369,6148,1
3370,328,1
3370,1070,1
3370,1841,1
3370,2592,1
3370,2837,1
3370,3258,1
3370,3364,1
3370,3718,1
3370,4123,1
3370,4241,1
3370,4302,1
3370,4587,1
3370,5016,1
3370,5933,2
3370,5973,1
3371,2083,1
3371,4625,1
3371,5965,1
3372,616,1
3372,882,1
3372,1099,1
3372,1165,1
3372,1251,1
3372,1458,1
3372,1459,1
3372,1514,1
3372,1626,3
3372,1844,4
3372,2038,2
3372,2120,1
3372,2153,1
3372,2301,1
3372,2783,1
3372,3216,1
3372,3646,1
3372,3980,3
3372,4026,1
3372,4090,1
3372,4502,1
3372,4554,1
3372,4932,1
3372,5722,1
3372,6436,2
3373,478,1
3373,495,1
3373,1671,1
3373,2494,1
3374,220,1
3374,241,2
3374,1329,1
3374,2021,2
3374,2024,1
3374,2151,1
3374,2405,1
3374,2651,1
3374,3597,1
3374,4029,1
3374,4031,1
3374,4407,1
3374,4832,1
3374,5507,1
3374,6028,2
3375,1469,1
3375,1607,1
3375,2116,1
3375,4112,1
3377,2297,2
3378,3881,1
3379,744,1
3379,2411,1
3379,2797,1
3379,4321,1
3379,4407,1
3381,397,1
3381,1419,1
3381,1595,2
3381,1839,1
3381,2853,1
3381,3637,1
3381,4942,1
3381,5646,1
3381,5799,1
3382,136,1
3382,501,1
3382,736,1
3382,870,1
3382,874,1
3382,1467,1
3382,1647,1
3382,2435,1
3382,3023,1
3382,3243,1
3382,4210,1
3382,5893,1
3382,5904,1
3383,3641,1
3384,5,2
3384,100,1
3384,327,1
3384,583,1
3384,688,1
3384,921,1
3384,954,2
3384,997,1
3384,1010,1
3384,1084,1
3384,1105,1
3384,1112,1
3384,1349,1
3384,1482,1
3384,1549,1
3384,1816,1
3384,2138,1
3384,2333,1
3384,2435,1
3384,2740,1
3384,2841,1
3384,2894,1
3384,3219,1
3384,3267,1
3384,3475,1
3384,3512,1
3384,3535,1
3384,3606,1
3384,3630,1
3384,4171,1
3384,4407,1
3384,4649,1
3384,4681,1
3384,4802,1
3384,5056,1
3384,5211,1
3384,5516,1
3384,5960,1
3384,6172,1
3385,761,1
3385,1850,1
3385,2278,1
3385,2534,2
3385,4750,1
3385,5880,1
3385,6133,1
3385,6382,1
3386,4961,1
3387,86,1
3387,330,1
3387,397,1
3387,778,1
3387,956,1
3387,958,1
3387,1249,1
3387,1840,1
3387,2215,2
3387,2698,1
3387,2807,1
3387,2898,1
3387,3175,1
3387,3637,1
3387,5339,1
3387,5592,1
3387,6406,1
3388,3806,1
3389,429,1
3389,853,1
3389,2419,1
3389,2862,1
3389,4323,2
3389,4419,1
3389,4457,1
3389,4512,1
3390,21,1
3390,211,1
3390,266,1
3390,268,1
3390,528,2
3390,529,1
3390,540,1
3390,651,1
3390,978,2
3390,1000,1
3390,1037,1
3390,1042,1
3390,1140,1
3390,1198,4
3390,1279,1
3390,1335,1
3390,1383,1
3390,1745,1
3390,1797,1
3390,1834,1
3390,1947,1
3390,1994,1
3390,2023,1
3390,2141,1
3390,2289,4
3390,2439,1
3390,2509,1
3390,2847,1
3390,2871,1
3390,2895,1
3390,2931,1
3390,3064,1
3390,3157,2
3390,3227,1
3390,3240,1
3390,3414,1
3390,3431,2
3390,3437,1
3390,3448,1
3390,3636,1
3390,3867,1
3390,3944,1
3390,4036,1
3390,4124,1
3390,4334,2
3390,4356,3
3390,4375,1
3390,4434,1
3390,4476,1
3390,4564,1
3390,4566,1
3390,4674,1
3390,4698,1
3390,4796,1
3390,4960,2
3390,5410,1
3390,5641,1
3390,5659,2
3390,5840,1
3390,6049,1
3390,6260,1
3390,6279,1
3390,6324,3
3390,6379,2
3390,6399,1
3390,6400,1
3390,6498,1
3390,6500,1
3391,255,1
3391,1590,1
3391,1713,1
3391,1828,2
3391,1883,1
3391,1892,1
3391,2133,2
3391,2869,1
3391,3253,1
3391,3437,3
3391,3495,1
3391,3548,1
3391,3729,1
3391,3970,1
3391,4132,1
3391,4236,1
3391,4241,2
3391,4247,1
3391,4359,1
3391,4527,1
3391,4530,1
3391,5350,1
3391,5432,1
3391,5557,1
3391,5990,1
3392,522,1
3392,1102,1
3392,1791,1
3392,1890,1
3392,1924,1
3392,2051,1
3392,2070,4
3392,2146,1
3392,2177,1
3392,2193,1
3392,2538,1
3392,2767,1
3392,2824,1
3392,3158,1
3392,3461,1
3392,3669,1
3392,3902,1
3392,4053,1
3392,4259,1
3392,4372,1
3392,5393,1
3392,5896,2
3392,6211,1
3392,6281,1
3393,2627,1
3393,5124,1
3393,5573,1
3394,119,3
3394,133,15
3394,165,2
3394,280,1
3394,342,1
3394,399,1
3394,407,1
3394,584,1
3394,641,1
3394,730,2
3394,842,1
3394,932,4
3394,934,1
3394,942,5
3394,1012,2
3394,1019,1
3394,1157,3
3394,1199,1
3394,1253,1
3394,1263,3
3394,1277,1
3394,1285,1
3394,1357,1
3394,1468,3
3394,1473,3
3394,1604,4
3394,1657,2
3394,1658,1
3394,1676,1
3394,1707,1
3394,1727,1
3394,1836,7
3394,1955,5
3394,1958,1
3394,1962,1
3394,1984,6
3394,2028,1
3394,2061,1
3394,2093,2
3394,2163,1
3394,2205,1
3394,2256,1
3394,2310,1
3394,2335,1
3394,2356,1
3394,2422,1
3394,2425,2
3394,2426,3
3394,2463,4
3394,2502,2
3394,2650,5
3394,2712,3
3394,2750,3
3394,2803,1
3394,2818,2
3394,2830,1
3394,3124,1
3394,3135,4
3394,3194,2
3394,3231,1
3394,3255,1
3394,3256,2
3394,3320,1
3394,3351,1
3394,3356,6
3394,3363,1
3394,3368,1
3394,3397,5
3394,3437,1
3394,3465,1
3394,3505,1
3394,3507,1
3394,3562,1
3394,3565,2
3394,3582,1
3394,3614,5
3394,3655,2
3394,3670,2
3394,3853,3
3394,3923,1
3394,3999,4
3394,4010,5
3394,4027,2
3394,4048,1
3394,4062,1
3394,4116,1
3394,4165,1
3394,4249,1
3394,4260,2
3394,4282,5
3394,4305,3
3394,4310,1
3394,4373,4
3394,4390,2
3394,4394,1
3394,4410,1
3394,4411,2
3394,4426,4
3394,4433,1
3394,4501,3
3394,4533,1
3394,4548,3
3394,4684,4
3394,4816,2
3394,4965,1
3394,5112,3
3394,5178,2
3394,5200,1
3394,5217,1
3394,5228,1
3394,5242,1
3394,5325,1
3394,5336,1
3394,5360,1
3394,5445,3
3394,5492,7
3394,5590,6
3394,5615,2
3394,5620,1
3394,5654,3
3394,5763,1
3394,5779,3
3394,5843,4
3394,5862,1
3394,5896,1
3394,5952,2
3394,5959,1
3394,6050,2
3394,6051,4
3394,6054,2
3394,6055,1
3394,6061,2
3394,6122,2
3394,6146,2
3394,6327,1
3394,6330,4
3394,6374,1
3395,113,1
3395,192,1
3395,265,1
3395,351,1
3395,410,1
3395,664,1
3395,671,1
3395,691,1
3395,916,1
3395,1210,1
3395,1605,1
3395,2418,1
3395,2462,1
3395,2477,1
3395,3351,1
3395,3930,1
3395,4276,1
3395,5008,1
3395,5200,1
3395,5308,1
3397,1955,1
3397,1958,1
3397,3999,1
3397,4816,1
3397,5590,1
3397,6052,1
3397,6054,1
3397,6184,1
3398,22,2
3398,230,1
3398,320,1
3398,371,2
3398,2037,1
3398,2394,1
3398,2502,1
3398,2630,1
3398,2700,1
3398,2956,1
3398,3391,1
3398,3448,2
3398,3636,1
3398,3857,1
3398,4593,1
3398,4626,1
3398,4896,1
3398,5008,1
3398,5432,1
3398,5620,1
3398,5744,1
3398,6265,1
3398,6365,2
3399,185,1
3399,466,1
3399,1743,1
3399,1970,1
3399,2581,1
3399,3433,1
3399,4333,1
3399,4696,1
3399,4713,1
3399,5199,1
3399,5394,2
3399,5545,1
3399,6446,1
3400,623,1
3400,640,1
3400,2032,1
3400,3058,1
3400,3082,1
3400,3148,1
3400,3371,1
3400,3589,1
3400,3604,1
3400,4963,1
3400,5391,1
3400,6289,1
3401,160,1
3401,558,1
3401,616,1
3401,676,1
3401,725,1
3401,921,2
3401,1124,1
3401,1177,1
3401,1204,2
3401,1225,1
3401,1389,3
3401,1459,1
3401,1504,1
3401,1538,1
3401,1540,1
3401,1623,1
3401,1669,1
3401,1904,1
3401,1951,1
3401,2103,1
3401,2123,1
3401,2157,1
3401,2311,1
3401,2607,1
3401,2626,1
3401,2797,1
3401,2876,1
3401,2933,1
3401,3074,1
3401,3138,1
3401,3247,1
3401,3259,1
3401,3271,1
3401,3661,1
3401,3737,1
3401,3881,1
3401,3903,1
3401,3966,2
3401,3977,2
3401,4046,1
3401,4142,1
3401,4348,1
3401,4351,1
3401,4414,2
3401,4598,1
3401,4766,1
3401,4831,1
3401,4904,1
3401,5127,1
3401,5338,1
3401,5366,1
3401,5470,1
3401,5524,4
3401,5619,1
3401,5870,2
3401,5917,1
3401,5937,1
3401,5971,2
3401,6083,1
3401,6088,1
3401,6178,1
3401,6505,1
3401,6513,1
3402,2221,1
3403,23,1
3403,40,2
3403,413,1
3403,516,1
3403,599,1
3403,676,1
3403,723,1
3403,1039,4
3403,1166,5
3403,1181,1
3403,1220,1
3403,1225,2
3403,1251,2
3403,1392,1
3403,1437,5
3403,1459,1
3403,1507,2
3403,1514,1
3403,1540,1
3403,1739,1
3403,1933,1
3403,1975,3
3403,2087,1
3403,2107,1
3403,2172,1
3403,2360,1
3403,2401,1
3403,2450,1
3403,2705,1
3403,2795,1
3403,2801,1
3403,2809,1
3403,2910,2
3403,3141,1
3403,3378,2
3403,3598,1
3403,3720,1
3403,3795,1
3403,3815,1
3403,3949,1
3403,3980,3
3403,4209,1
3403,4339,2
3403,4573,1
3403,4773,1
3403,4780,1
3403,4799,1
3403,4830,1
3403,4971,1
3403,5074,1
3403,5283,1
3403,5335,1
3403,5383,1
3403,5387,2
3403,5473,1
3403,5549,1
3403,5589,1
3403,5601,1
3403,5626,1
3403,5683,1
3403,5889,1
3403,5895,1
3403,5923,1
3403,5946,1
3403,6008,1
3403,6065,2
3403,6088,1
3403,6102,1
3403,6127,1
3403,6342,1
3403,6509,2
3403,6529,1
3404,864,1
3404,1226,1
3405,4125,1
3405,6254,1
3406,4393,1
3406,5359,1
3407,6031,1
3408,723,1
3408,764,1
3408,1581,1
3408,2017,4
3408,2575,1
3408,4348,1
3408,4349,2
3408,4519,1
3408,6007,1
3409,3553,1
3409,4679,1
3410,82,1
3410,426,1
3410,1282,1
3410,1973,1
3410,2507,1
3410,2615,1
3410,2881,1
3410,3321,1
3410,3434,1
3410,3461,1
3410,3841,1
3410,4397,1
3410,5464,1
3410,6191,1
3411,572,1
3411,930,1
3411,1520,1
3411,2107,1
3411,3033,1
3411,5259,1
3412,929,1
3412,2772,1
3412,5460,1
3412,6461,1
3413,5832,1
3414,67,1
3414,358,1
3414,938,1
3414,996,1
3414,1077,2
3414,1590,2
3414,1606,1
3414,2681,1
3414,3366,1
3414,3385,1
3414,5337,1
3414,5540,1
3414,6281,1
3414,6457,1
3414,6521,1
3415,564,1
3415,3741,1
3416,11,1
3416,1103,1
3416,1916,2
3416,2538,1
3416,2782,1
3416,3998,1
3416,4613,1
3416,5332,1
3416,6358,1
3416,6432,1
3418,1291,1
3418,1911,1
3418,2972,1
3419,697,1
3419,1845,1
3421,330,1
3421,1038,1
3421,2432,1
3421,2457,1
3422,159,1
3422,212,2
3422,362,1
3422,646,1
3422,849,1
3422,856,1
3422,882,1
3422,889,1
3422,923,1
3422,946,1
3422,951,1
3422,1073,1
3422,1159,1
3422,1687,1
3422,1752,1
3422,1988,1
3422,2042,1
3422,2106,1
3422,2194,1
3422,2263,1
3422,2301,1
3422,2450,2
3422,2593,1
3422,2606,1
3422,2691,1
3422,2809,1
3422,3077,1
3422,3100,1
3422,3292,1
3422,3293,2
3422,3434,1
3422,3532,1
3422,3640,1
3422,3851,1
3422,3937,1
3422,4051,1
3422,4094,1
3422,4143,1
3422,4679,1
3422,4919,1
3422,5195,1
3422,5291,1
3422,5310,1
3422,5434,1
3422,6001,1
3422,6034,1
3422,6094,2
3422,6106,2
3423,356,1
3423,553,1
3423,743,1
3423,1078,3
3423,1172,1
3423,1430,1
3423,1431,1
3423,1837,1
3423,1888,1
3423,2071,1
3423,2192,1
3423,2216,2
3423,2227,1
3423,2481,1
3423,2613,3
3423,2643,1
3423,2859,1
3423,3105,1
3423,3225,1
3423,3342,1
3423,3410,1
3423,3635,1
3423,4587,1
3423,4958,1
3423,6069,1
3423,6327,1
3425,1028,1
3425,3210,1
3425,3339,1
3425,3365,1
3425,5135,1
3425,6113,1
3426,732,1
3426,1286,1
3426,2570,1
3426,4011,1
3426,5508,1
3427,397,1
3428,365,1
3428,486,1
3428,646,1
3428,1392,1
3428,1412,1
3428,1504,1
3428,1741,1
3428,1808,1
3428,1932,1
3428,2173,1
3428,2606,1
3428,2731,1
3428,2884,1
3428,3898,1
3428,4304,1
3428,4437,1
3428,4955,1
3428,5173,1
3428,5619,1
3428,6335,1
3429,325,1
3429,375,1
3429,668,1
3429,1407,1
3429,3934,1
3429,5725,1
3430,4310,1
3431,2480,1
3431,4665,1
3432,435,1
3432,2161,1
3432,6095,1
3433,622,1
3433,1361,1
3433,1539,1
3433,1966,1
3433,2014,1
3433,2706,3
3433,3104,1
3433,3288,1
3433,4512,1
3433,4850,1
3434,2639,2
3434,6211,1
3435,80,1
3435,2481,1
3435,3729,1
3435,5945,1
3436,318,1
3436,2411,1
3437,20,1
3437,24,1
3437,105,2
3437,149,3
3437,188,2
3437,226,2
3437,267,1
3437,287,1
3437,342,2
3437,359,1
3437,367,1
3437,437,2
3437,442,7
3437,529,1
3437,542,1
3437,544,1
3437,584,1
3437,801,2
3437,808,1
3437,842,2
3437,891,2
3437,932,1
3437,933,1
3437,956,1
3437,963,1
3437,978,1
3437,1037,1
3437,1092,1
3437,1143,1
3437,1173,1
3437,1175,1
3437,1191,1
3437,1343,1
3437,1376,1
3437,1410,1
3437,1541,2
3437,1596,1
3437,1599,1
3437,1615,1
3437,1672,1
3437,1674,2
3437,1813,1
3437,1828,2
3437,1834,2
3437,1851,2
3437,1955,2
3437,1987,1
3437,2013,1
3437,2028,1
3437,2040,1
3437,2055,1
3437,2081,1
3437,2152,1
3437,2177,1
3437,2180,1
3437,2251,1
3437,2288,1
3437,2306,2
3437,2320,1
3437,2334,1
3437,2425,1
3437,2426,2
3437,2432,1
3437,2440,1
3437,2463,2
3437,2478,1
3437,2479,2
3437,2504,2
3437,2509,1
3437,2517,1
3437,2523,2
3437,2580,1
3437,2629,1
3437,2650,2
3437,2697,1
3437,2708,4
3437,2768,2
3437,2775,1
3437,2803,2
3437,2817,1
3437,2824,2
3437,2838,3
3437,2847,1
3437,2855,1
3437,2912,1
3437,2923,1
3437,3012,1
3437,3068,1
3437,3085,2
3437,3086,1
3437,3151,2
3437,3157,1
3437,3222,2
3437,3240,2
3437,3253,9
3437,3301,1
3437,3326,1
3437,3351,2
3437,3356,2
3437,3369,2
3437,3431,1
3437,3438,2
3437,3452,3
3437,3478,1
3437,3488,1
3437,3508,4
3437,3559,3
3437,3638,1
3437,3756,2
3437,3770,1
3437,3853,1
3437,3856,3
3437,3890,1
3437,3908,1
3437,3933,1
3437,3944,2
3437,4002,1
3437,4022,1
3437,4024,2
3437,4027,2
3437,4117,2
3437,4124,1
3437,4132,1
3437,4156,1
3437,4197,3
3437,4198,2
3437,4208,1
3437,4247,1
3437,4270,2
3437,4283,1
3437,4322,1
3437,4330,1
3437,4332,1
3437,4371,1
3437,4373,2
3437,4374,1
3437,4376,3
3437,4385,3
3437,4392,1
3437,4395,2
3437,4410,1
3437,4434,3
3437,4479,1
3437,4492,1
3437,4501,1
3437,4544,1
3437,4575,1
3437,4611,1
3437,4617,1
3437,4661,1
3437,4665,1
3437,4674,1
3437,4698,1
3437,4704,4
3437,4716,2
3437,4815,1
3437,4960,1
3437,5126,1
3437,5159,1
3437,5200,2
3437,5228,2
3437,5288,1
3437,5319,1
3437,5351,1
3437,5392,2
3437,5410,1
3437,5492,9
3437,5610,1
3437,5614,1
3437,5641,1
3437,5705,1
3437,5821,1
3437,5843,2
3437,5869,1
3437,5896,3
3437,5941,1
3437,6050,1
3437,6053,1
3437,6260,1
3437,6309,2
3437,6311,3
3437,6323,4
3437,6331,1
3437,6344,1
3437,6374,1
3437,6445,1
3437,6491,1
3438,2978,1
3438,3738,1
3438,5994,1
3438,6165,1
3439,319,1
3439,963,1
3439,997,1
3439,1011,1
3439,1032,2
3439,1674,1
3439,2425,1
3439,2711,1
3439,3803,1
3439,3870,1
3439,4048,1
3439,4156,1
3439,4375,1
3439,4378,1
3439,4520,1
3439,5288,1
3439,5688,1
3440,434,1
3440,1089,1
3440,1266,1
3440,1392,1
3440,1937,1
3440,2627,1
3440,2642,1
3440,3477,1
3440,3531,1
3440,3750,1
3440,4032,1
3440,4452,1
3440,4603,1
3440,5064,1
3440,5647,1
3440,5887,1
3440,6088,1
3440,6106,1
3440,6177,1
3443,834,1
3443,6138,1
3444,31,1
3444,1239,1
3444,1252,1
3444,1844,1
3444,2105,1
3444,2360,1
3444,3408,1
3444,5852,1
3444,6147,1
3445,152,1
3445,1559,2
3445,1743,1
3445,1768,1
3445,2038,1
3445,2809,2
3445,3386,1
3445,3568,1
3445,4952,1
3445,5346,1
3445,5899,1
3446,202,1
3446,1563,1
3446,1663,1
3446,3445,1
3446,3929,1
3446,4762,1
3446,4823,1
3447,1106,1
3447,6309,1
3448,1173,1
3448,5556,1
3449,2666,1
3449,5930,1
3450,1118,2
3450,1400,1
3450,1477,2
3450,1700,1
3450,3291,3
3450,4406,1
3450,4516,1
3450,6410,1
3451,42,1
3451,91,1
3451,178,1
3451,231,1
3451,272,1
3451,317,1
3451,354,2
3451,355,1
3451,370,1
3451,403,2
3451,457,1
3451,495,2
3451,534,1
3451,570,1
3451,630,1
3451,680,2
3451,737,1
3451,749,2
3451,755,1
3451,820,3
3451,836,1
3451,866,1
3451,902,1
3451,921,1
3451,969,2
3451,1039,1
3451,1044,2
3451,1058,1
3451,1113,1
3451,1174,1
3451,1217,1
3451,1238,1
3451,1274,1
3451,1309,1
3451,1367,1
3451,1389,1
3451,1392,1
3451,1445,1
3451,1521,1
3451,1581,1
3451,1626,1
3451,1656,1
3451,1671,1
3451,1753,1
3451,1773,1
3451,1808,1
3451,1872,1
3451,1873,1
3451,1876,1
3451,1917,3
3451,1932,3
3451,1939,1
3451,1973,3
3451,2161,1
3451,2194,3
3451,2275,1
3451,2351,1
3451,2353,5
3451,2354,2
3451,2367,1
3451,2374,1
3451,2379,1
3451,2380,1
3451,2408,2
3451,2433,1
3451,2449,1
3451,2469,1
3451,2503,2
3451,2553,1
3451,2627,2
3451,2642,3
3451,2652,2
3451,2660,1
3451,2730,1
3451,2732,1
3451,2761,1
3451,2772,1
3451,2794,1
3451,2797,1
3451,2805,1
3451,2836,1
3451,2841,1
3451,2876,1
3451,2909,1
3451,2961,1
3451,2970,1
3451,3023,2
3451,3032,1
3451,3161,2
3451,3165,1
3451,3216,1
3451,3230,1
3451,3247,2
3451,3248,1
3451,3293,1
3451,3340,1
3451,3349,1
3451,3373,1
3451,3382,1
3451,3388,1
3451,3454,1
3451,3491,1
3451,3511,2
3451,3531,1
3451,3590,1
3451,3641,1
3451,3689,1
3451,3750,3
3451,3782,1
3451,3789,1
3451,3793,1
3451,3797,1
3451,3823,1
3451,3864,1
3451,3876,2
3451,3879,2
3451,3884,3
3451,3903,1
3451,3939,1
3451,3967,1
3451,3982,1
3451,4015,1
3451,4033,1
3451,4047,1
3451,4060,1
3451,4095,1
3451,4209,1
3451,4304,1
3451,4327,1
3451,4348,2
3451,4353,2
3451,4407,1
3451,4415,1
3451,4422,1
3451,4500,1
3451,4542,1
3451,4558,2
3451,4574,1
3451,4783,1
3451,4786,1
3451,4810,1
3451,4851,1
3451,4900,1
3451,4904,3
3451,4932,1
3451,4952,1
3451,5013,1
3451,5050,1
3451,5118,1
3451,5127,1
3451,5179,1
3451,5231,1
3451,5258,2
3451,5272,1
3451,5273,1
3451,5322,1
3451,5329,2
3451,5361,2
3451,5390,1
3451,5421,1
3451,5474,1
3451,5504,1
3451,5599,6
3451,5624,1
3451,5648,1
3451,5650,1
3451,5724,1
3451,5730,1
3451,5766,1
3451,5784,1
3451,5792,2
3451,5892,1
3451,5893,1
3451,5904,1
3451,5937,4
3451,5956,3
3451,5967,2
3451,5974,1
3451,6018,1
3451,6075,1
3451,6083,1
3451,6099,1
3451,6107,1
3451,6156,1
3451,6157,1
3451,6194,2
3451,6197,1
3451,6206,1
3451,6208,1
3451,6304,1
3451,6335,2
3451,6391,1
3451,6477,1
3451,6492,1
3451,6509,1
3452,476,1
3452,868,1
3452,958,1
3452,2439,1
3452,4378,1
3452,5100,1
3452,5556,1
3453,144,1
3453,947,1
3453,951,1
3453,1651,1
3453,2483,1
3453,2801,1
3453,3213,2
3453,3555,1
3453,4437,1
3453,4971,1
3453,5208,1
3453,5444,1
3453,5598,1
3453,5920,1
3454,745,1
3454,749,1
3454,857,1
3454,991,1
3454,1483,1
3454,1934,1
3454,2107,1
3454,3133,1
3454,3412,1
3454,3511,3
3454,3597,1
3454,4019,1
3454,4194,1
3454,4229,2
3454,4499,1
3454,4542,1
3454,4899,1
3454,5191,1
3454,5322,1
3454,5324,1
3454,5632,1
3454,6080,2
3455,1794,1
3456,7,1
3456,14,1
3456,63,1
3456,69,4
3456,70,3
3456,171,1
3456,215,1
3456,239,1
3456,246,1
3456,274,1
3456,296,1
3456,297,1
3456,299,1
3456,317,2
3456,325,1
3456,345,1
3456,347,1
3456,354,1
3456,355,1
3456,356,1
3456,362,1
3456,370,1
3456,415,1
3456,431,1
3456,486,1
3456,525,1
3456,532,1
3456,594,2
3456,625,1
3456,629,1
3456,636,1
3456,646,2
3456,680,2
3456,698,1
3456,704,1
3456,711,1
3456,713,1
3456,737,1
3456,742,1
3456,762,2
3456,764,1
3456,766,2
3456,820,1
3456,856,1
3456,870,1
3456,928,2
3456,941,1
3456,954,2
3456,959,4
3456,968,1
3456,976,1
3456,992,1
3456,1039,1
3456,1044,2
3456,1060,1
3456,1108,1
3456,1110,1
3456,1120,1
3456,1152,1
3456,1167,1
3456,1169,1
3456,1174,1
3456,1177,1
3456,1195,1
3456,1207,2
3456,1238,3
3456,1265,1
3456,1274,3
3456,1297,1
3456,1314,2
3456,1320,1
3456,1364,1
3456,1367,1
3456,1381,4
3456,1385,1
3456,1389,2
3456,1393,1
3456,1412,1
3456,1443,2
3456,1444,1
3456,1450,1
3456,1484,1
3456,1501,1
3456,1531,1
3456,1558,1
3456,1580,1
3456,1624,1
3456,1647,3
3456,1699,2
3456,1715,1
3456,1717,1
3456,1723,2
3456,1728,1
3456,1753,2
3456,1755,2
3456,1816,1
3456,1905,1
3456,1917,1
3456,1951,2
3456,1965,2
3456,2057,4
3456,2102,1
3456,2115,3
3456,2155,2
3456,2168,1
3456,2169,1
3456,2172,1
3456,2206,1
3456,2244,2
3456,2298,1
3456,2313,1
3456,2328,4
3456,2349,1
3456,2353,4
3456,2361,1
3456,2367,1
3456,2377,1
3456,2385,1
3456,2414,1
3456,2423,1
3456,2435,5
3456,2443,2
3456,2449,1
3456,2450,2
3456,2474,1
3456,2500,1
3456,2503,1
3456,2537,1
3456,2563,1
3456,2605,1
3456,2607,1
3456,2642,1
3456,2655,1
3456,2660,3
